-127,D ,ODYSSEY FSS-127W,119559022 ,P,2947,view,//www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=ODYSSEY+FSS-127W&sel_satname=ODYSSEY+FSS-127W&plan_id=plan,//www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sel_ific=2947,/online/snl/satbandold_snl.sh?ntc_id=119559022&fr1=0&fr2=10000000000&ie=y&sat_type=G&sat_name=ODYSSEY+FSS-127W&sel_satname=ODYSSEY+FSS-127W&plan_id=plan
-125.5,SMO ,SMO00000,90558185 ,P/Plan/List,,view,//www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=SMO00000&sel_satname=SMO00000&plan_id=plan,//www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sel_ific=,/online/snl/satbandold_snl.sh?ntc_id=90558185&fr1=0&fr2=10000000000&ie=y&sat_type=G&sat_name=SMO00000&sel_satname=SMO00000&plan_id=plan
-125,G ,GIBSAT-FSS 125W,115559039 ,P,2810,view,//www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=GIBSAT-FSS+125W&sel_satname=GIBSAT-FSS+125W&plan_id=plan,//www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sel_ific=2810,/online/snl/satbandold_snl.sh?ntc_id=115559039&fr1=0&fr2=10000000000&ie=y&sat_type=G&sat_name=GIBSAT-FSS+125W&sel_satname=GIBSAT-FSS+125W&plan_id=plan
-125,USA ,USASAT-101F,118559014 ,P,2887,view,//www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=USASAT-101F&sel_satname=USASAT-101F&plan_id=plan,//www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sel_ific=2887,/online/snl/satbandold_snl.sh?ntc_id=118559014&fr1=0&fr2=10000000000&ie=y&sat_type=G&sat_name=USASAT-101F&sel_satname=USASAT-101F&plan_id=plan
-124.9,G ,UKFSS-124.9W,117559003 ,P,2857,view,//www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=UKFSS-124.9W&sel_satname=UKFSS-124.9W&plan_id=plan,//www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sel_ific=2857,/online/snl/satbandold_snl.sh?ntc_id=117559003&fr1=0&fr2=10000000000&ie=y&sat_type=G&sat_name=UKFSS-124.9W&sel_satname=UKFSS-124.9W&plan_id=plan
-123.1,F ,CD-SAT-FSS-123.1W-G2,116559008 ,P,2829,view,//www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=CD-SAT-FSS-123.1W-G2&sel_satname=CD-SAT-FSS-123.1W-G2&plan_id=plan,//www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sel_ific=2829,/online/snl/satbandold_snl.sh?ntc_id=116559008&fr1=0&fr2=10000000000&ie=y&sat_type=G&sat_name=CD-SAT-FSS-123.1W-G2&sel_satname=CD-SAT-FSS-123.1W-G2&plan_id=plan
-122.9,G ,UKFSS-122.9W,117559004 ,P,2857,view,//www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=UKFSS-122.9W&sel_satname=UKFSS-122.9W&plan_id=plan,//www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sel_ific=2857,/online/snl/satbandold_snl.sh?ntc_id=117559004&fr1=0&fr2=10000000000&ie=y&sat_type=G&sat_name=UKFSS-122.9W&sel_satname=UKFSS-122.9W&plan_id=plan
-121,G ,DIMENSION-10,121559038 ,P,2973,view,//www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=DIMENSION-10&sel_satname=DIMENSION-10&plan_id=plan,//www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sel_ific=2973,/online/snl/satbandold_snl.sh?ntc_id=121559038&fr1=0&fr2=10000000000&ie=y&sat_type=G&sat_name=DIMENSION-10&sel_satname=DIMENSION-10&plan_id=plan
-120,G ,DIMENSION-9,121559016 ,P,2965,view,//www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=DIMENSION-9&sel_satname=DIMENSION-9&plan_id=plan,//www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sel_ific=2965,/online/snl/satbandold_snl.sh?ntc_id=121559016&fr1=0&fr2=10000000000&ie=y&sat_type=G&sat_name=DIMENSION-9&sel_satname=DIMENSION-9&plan_id=plan
-120,IND ,IDRSS-PFSS-240E,121559029 ,P,2969,view,//www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=IDRSS-PFSS-240E&sel_satname=IDRSS-PFSS-240E&plan_id=plan,//www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sel_ific=2969,/online/snl/satbandold_snl.sh?ntc_id=121559029&fr1=0&fr2=10000000000&ie=y&sat_type=G&sat_name=IDRSS-PFSS-240E&sel_satname=IDRSS-PFSS-240E&plan_id=plan
-119.9,F ,AL-SAT-FSS-119.9W,117559014 ,P,2867,view,//www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=AL-SAT-FSS-119.9W&sel_satname=AL-SAT-FSS-119.9W&plan_id=plan,//www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sel_ific=2867,/online/snl/satbandold_snl.sh?ntc_id=117559014&fr1=0&fr2=10000000000&ie=y&sat_type=G&sat_name=AL-SAT-FSS-119.9W&sel_satname=AL-SAT-FSS-119.9W&plan_id=plan
