License,ITU Administration,Longitude,License Type,Filing Type,Brought into Use,Match,Link
CHINASAT-F-110.5E,China 🇨🇳,110.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHINASAT-F-110.5E&sel_satname=CHINASAT-F-110.5E&plan_id=
CHINASAT-DL4,China 🇨🇳,110.5°E,Non-Planned,Due Diligence (U),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=CHINASAT-DL4&sel_satname=CHINASAT-DL4&plan_id=
COMPASS-110.5E,China 🇨🇳,110.5°E,Non-Planned,Due Diligence (U),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=COMPASS-110.5E&sel_satname=COMPASS-110.5E&plan_id=
COMPASS-A-110.5E,China 🇨🇳,110.5°E,Non-Planned,Notification of Space Station (N),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=COMPASS-A-110.5E&sel_satname=COMPASS-A-110.5E&plan_id=
SINOSAT-5,China 🇨🇳,110.5°E,Non-Planned,Due Diligence (U),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=SINOSAT-5&sel_satname=SINOSAT-5&plan_id=
DFH-3A-OB,China 🇨🇳,110.5°E,Non-Planned,Due Diligence (U),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=DFH-3A-OB&sel_satname=DFH-3A-OB&plan_id=
CHINASAT-2,China 🇨🇳,110.5°E,Non-Planned,Due Diligence (U),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=CHINASAT-2&sel_satname=CHINASAT-2&plan_id=
CHINASAT-6,China 🇨🇳,110.5°E,Non-Planned,Due Diligence (U),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=CHINASAT-6&sel_satname=CHINASAT-6&plan_id=
CHINASAT-33,China 🇨🇳,110.5°E,Non-Planned,Due Diligence (U),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=CHINASAT-33&sel_satname=CHINASAT-33&plan_id=
CHINASAT-D-110.5E,China 🇨🇳,110.5°E,Non-Planned,Due Diligence (U),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=CHINASAT-D-110.5E&sel_satname=CHINASAT-D-110.5E&plan_id=
