License,ITU Administration,Longitude,License Type,Filing Type,Brought into Use,Match,Link
THAISAT-142E,Thailand 🇹🇭,142.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=THAISAT-142E&sel_satname=THAISAT-142E&plan_id=
ASIASAT-142.5Q,China 🇨🇳,142.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ASIASAT-142.5Q&sel_satname=ASIASAT-142.5Q&plan_id=
INMARSAT-7-142E5,Switzerland 🇨🇭,142.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INMARSAT-7-142E5&sel_satname=INMARSAT-7-142E5&plan_id=
AUS-NBN-142.5E,Australia 🇦🇺,142.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=AUS-NBN-142.5E&sel_satname=AUS-NBN-142.5E&plan_id=
ETS9-B,Japan 🇯🇵,141.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ETS9-B&sel_satname=ETS9-B&plan_id=
F-SAT-N9-141.5E,France 🇫🇷,141.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N9-141.5E&sel_satname=F-SAT-N9-141.5E&plan_id=
ETS9-A,Japan 🇯🇵,143.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ETS9-A&sel_satname=ETS9-A&plan_id=
F-SAT-N6-143E,France 🇫🇷,143.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N6-143E&sel_satname=F-SAT-N6-143E&plan_id=
F-SAT-N8-143E,France 🇫🇷,143.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N8-143E&sel_satname=F-SAT-N8-143E&plan_id=
ETS9-A2,Japan 🇯🇵,143.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ETS9-A2&sel_satname=ETS9-A2&plan_id=
N-SAT-Y20-143E,Japan 🇯🇵,143.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=N-SAT-Y20-143E&sel_satname=N-SAT-Y20-143E&plan_id=
F-SAT-30B-143E,France 🇫🇷,143.0°E,Planned,Planned (P),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-143E&sel_satname=F-SAT-30B-143E&plan_id=plan
