License,ITU Administration,Longitude,License Type,Filing Type,Brought into Use,Due Diligence Match,Suspended,Link
F-SAT-30B-159.5E,France 🇫🇷,159.5°E,Planned,Planned (P),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-159.5E&sel_satname=F-SAT-30B-159.5E&plan_id=plan
SIGNSAT-160E,China 🇨🇳,158.5°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SIGNSAT-160E&sel_satname=SIGNSAT-160E&plan_id=
COMPASS-30B-160E,China 🇨🇳,160.0°E,Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=COMPASS-30B-160E&sel_satname=COMPASS-30B-160E&plan_id=plan
AUSSAT-H-160E-30B,Australia 🇦🇺,160.0°E,Planned,Planned (P),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=AUSSAT-H-160E-30B&sel_satname=AUSSAT-H-160E-30B&plan_id=plan
MADAR-160E-3,United Arab Emirates 🇦🇪,160.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-160E-3&sel_satname=MADAR-160E-3&plan_id=
AUSSAT-H-160E,Australia 🇦🇺,160.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=AUSSAT-H-160E&sel_satname=AUSSAT-H-160E&plan_id=
MADAR-160E,United Arab Emirates 🇦🇪,160.0°E,Non-Planned,Due Diligence (U),Yes,n/a,Full,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=MADAR-160E&sel_satname=MADAR-160E&plan_id=
PESSE-160E,Netherlands 🇳🇱,160.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=PESSE-160E&sel_satname=PESSE-160E&plan_id=
OHO-30B-160E,Sweden 🇸🇪,160.0°E,Planned,Planned (P),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=OHO-30B-160E&sel_satname=OHO-30B-160E&plan_id=plan
AUSSAT B 160E NZ,Australia 🇦🇺,160.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=AUSSAT+B+160E+NZ&sel_satname=AUSSAT+B+160E+NZ&plan_id=
COMPASS-160E,China 🇨🇳,160.0°E,Non-Planned,Due Diligence (U),Yes,Partial,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=COMPASS-160E&sel_satname=COMPASS-160E&plan_id=
AUSSAT D 160E FSS,Australia 🇦🇺,160.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=AUSSAT+D+160E+FSS&sel_satname=AUSSAT+D+160E+FSS&plan_id=
COMPASS-A-160E,China 🇨🇳,160.0°E,Non-Planned,Notification of Space Station (N),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=COMPASS-A-160E&sel_satname=COMPASS-A-160E&plan_id=
AUSSAT B 160E S,Australia 🇦🇺,160.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=AUSSAT+B+160E+S&sel_satname=AUSSAT+B+160E+S&plan_id=
MADAR-160E-2_1,United Arab Emirates 🇦🇪,160.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-160E-2_1&sel_satname=MADAR-160E-2_1&plan_id=
AUSSAT B 160E,Australia 🇦🇺,160.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=AUSSAT+B+160E&sel_satname=AUSSAT+B+160E&plan_id=
YAHSAT-FSS-160E,United Arab Emirates 🇦🇪,160.0°E,Planned,Planned (P),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=YAHSAT-FSS-160E&sel_satname=YAHSAT-FSS-160E&plan_id=plan
MADAR-160E-2,United Arab Emirates 🇦🇪,160.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-160E-2&sel_satname=MADAR-160E-2&plan_id=
