License,ITU Administration,Longitude,License Type,Filing Type,Brought into Use,Due Diligence Match,Suspended,Link
HISPASAT-1,Spain 🇪🇸,30.0°W,Non-Planned,Due Diligence (U),Yes,Partial,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=HISPASAT-1&sel_satname=HISPASAT-1&plan_id=
USGGR-3,United States 🇺🇸,30.0°W,Non-Planned,Notification of Space Station (N),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USGGR-3&sel_satname=USGGR-3&plan_id=
USMB-2,United States 🇺🇸,30.0°W,Non-Planned,Notification of Space Station (N),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USMB-2&sel_satname=USMB-2&plan_id=
HISPASAT-2A X,Spain 🇪🇸,30.0°W,Non-Planned,Due Diligence (U),Yes,Partial,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=HISPASAT-2A+X&sel_satname=HISPASAT-2A+X&plan_id=
HISPASAT-10A_1,Spain 🇪🇸,30.0°W,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-10A_1&sel_satname=HISPASAT-10A_1&plan_id=
HISPASAT-3A,Spain 🇪🇸,30.0°W,Non-Planned,Due Diligence (U),Yes,Full,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=HISPASAT-3A&sel_satname=HISPASAT-3A&plan_id=
HISPASAT-43A_1,Spain 🇪🇸,30.0°W,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-43A_1&sel_satname=HISPASAT-43A_1&plan_id=
HISPASAT-1D KU,Spain 🇪🇸,30.0°W,Non-Planned,Due Diligence (U),Yes,Partial,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=HISPASAT-1D+KU&sel_satname=HISPASAT-1D+KU&plan_id=
HISPASAT-43A,Spain 🇪🇸,30.0°W,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-43A&sel_satname=HISPASAT-43A&plan_id=
HISPASAT-98A,Spain 🇪🇸,30.0°W,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-98A&sel_satname=HISPASAT-98A&plan_id=
USDKH2,United States 🇺🇸,30.4°W,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USDKH2&sel_satname=USDKH2&plan_id=
USLL-ATL3,United States 🇺🇸,30.4°W,Non-Planned,Notification of Space Station (N),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USLL-ATL3&sel_satname=USLL-ATL3&plan_id=
P92-7,United States 🇺🇸,30.4°W,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=P92-7&sel_satname=P92-7&plan_id=
P92-7A,United States 🇺🇸,30.4°W,Non-Planned,Notification of Space Station (N),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=P92-7A&sel_satname=P92-7A&plan_id=
P-197-6,United States 🇺🇸,30.4°W,Non-Planned,Notification of Space Station (N),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=P-197-6&sel_satname=P-197-6&plan_id=
BRB00000,Barbados 🇧🇧,29.6°W,Planned,Planned (P/Plan/List),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=BRB00000&sel_satname=BRB00000&plan_id=plan
BEN00000,Benin 🇧🇯,30.6°W,Planned,Planned (P/Plan/List),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=BEN00000&sel_satname=BEN00000&plan_id=plan
USASAT-55P,United States 🇺🇸,29.5°W,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USASAT-55P&sel_satname=USASAT-55P&plan_id=
INTELSAT8 330.5E,United States 🇺🇸,29.5°W,Non-Planned,Due Diligence (U),Yes,n/a,Resumed,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT8+330.5E&sel_satname=INTELSAT8+330.5E&plan_id=
INTELSAT9 330.5E,United States 🇺🇸,29.5°W,Non-Planned,Due Diligence (U),Yes,n/a,Resumed,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT9+330.5E&sel_satname=INTELSAT9+330.5E&plan_id=
INTELSAT6 330.5E,United States 🇺🇸,29.5°W,Non-Planned,Due Diligence (U),Yes,n/a,Resumed,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT6+330.5E&sel_satname=INTELSAT6+330.5E&plan_id=
