License,ITU Administration,Longitude,License Type,Filing Type,Brought into Use,Due Diligence Match,Suspended,Link
USGOVSAT-19B,United States 🇺🇸,86.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USGOVSAT-19B&sel_satname=USGOVSAT-19B&plan_id=
OHO-30B-86E-2,Sweden 🇸🇪,86.0°E,Planned,Planned (P),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=OHO-30B-86E-2&sel_satname=OHO-30B-86E-2&plan_id=plan
INMARSAT-6-86E,United Kingdom 🇬🇧,86.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INMARSAT-6-86E&sel_satname=INMARSAT-6-86E&plan_id=
IRANSAT-87E,Iran (Islamic Republic of) 🇮🇷,87.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IRANSAT-87E&sel_satname=IRANSAT-87E&plan_id=
MEASAT-87E-B,Malaysia 🇲🇾,87.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MEASAT-87E-B&sel_satname=MEASAT-87E-B&plan_id=
MEASAT-87E-B_1,Malaysia 🇲🇾,87.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MEASAT-87E-B_1&sel_satname=MEASAT-87E-B_1&plan_id=
QATARSAT-30B-87E,Qatar 🇶🇦,87.0°E,Planned,Planned (P),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=QATARSAT-30B-87E&sel_satname=QATARSAT-30B-87E&plan_id=plan
F-SAT-30B-87E,France 🇫🇷,87.0°E,Planned,Planned (P),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-87E&sel_satname=F-SAT-30B-87E&plan_id=plan
MEASAT-87E-FSS,Malaysia 🇲🇾,87.0°E,Planned,Planned (P),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=MEASAT-87E-FSS&sel_satname=MEASAT-87E-FSS&plan_id=plan
QATARSAT-30B-87E-G2,Qatar 🇶🇦,87.0°E,Planned,Planned (P),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=QATARSAT-30B-87E-G2&sel_satname=QATARSAT-30B-87E-G2&plan_id=plan
MADAR-87E,United Arab Emirates 🇦🇪,87.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-87E&sel_satname=MADAR-87E&plan_id=
F-SAT-N7-87E,France 🇫🇷,87.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N7-87E&sel_satname=F-SAT-N7-87E&plan_id=
HISPASAT-97A,Spain 🇪🇸,87.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-97A&sel_satname=HISPASAT-97A&plan_id=
AMS-C12-87E,Israel 🇮🇱,87.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=AMS-C12-87E&sel_satname=AMS-C12-87E&plan_id=
CHINASAT-E-85.5E,China 🇨🇳,85.5°E,Non-Planned,Due Diligence (U),Yes,Partial,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=CHINASAT-E-85.5E&sel_satname=CHINASAT-E-85.5E&plan_id=
INSAT-KA85.5E,India 🇮🇳,85.5°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INSAT-KA85.5E&sel_satname=INSAT-KA85.5E&plan_id=
CHINASAT-E-85.5E_1,China 🇨🇳,85.5°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHINASAT-E-85.5E_1&sel_satname=CHINASAT-E-85.5E_1&plan_id=
INSAT-KUP-FSS-Y22(85.5E),India 🇮🇳,85.5°E,Planned,Planned (P),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=INSAT-KUP-FSS-Y22(85.5E)&sel_satname=INSAT-KUP-FSS-Y22(85.5E)&plan_id=plan
INSAT-C17(85.5E),India 🇮🇳,85.5°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INSAT-C17(85.5E)&sel_satname=INSAT-C17(85.5E)&plan_id=
STATSIONAR-D5,Russian Federation 🇷🇺,85.4°E,Planned,Notification of Space Station (N),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=STATSIONAR-D5&sel_satname=STATSIONAR-D5&plan_id=plan
SADKO-1,Russian Federation 🇷🇺,85.4°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=SADKO-1&sel_satname=SADKO-1&plan_id=
STATSIONAR-D5,Russian Federation 🇷🇺,85.4°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=STATSIONAR-D5&sel_satname=STATSIONAR-D5&plan_id=
PACIFISAT-FSS-85.3E,Papua New Guinea 🇵🇬,85.3°E,Planned,Planned (P),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=PACIFISAT-FSS-85.3E&sel_satname=PACIFISAT-FSS-85.3E&plan_id=plan
PACIFISAT-85.3E,Papua New Guinea 🇵🇬,85.3°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=PACIFISAT-85.3E&sel_satname=PACIFISAT-85.3E&plan_id=
NUSANTARA-H2-A,Indonesia 🇮🇩,85.3°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NUSANTARA-H2-A&sel_satname=NUSANTARA-H2-A&plan_id=
OMANSAT-87.25E,Oman 🇴🇲,87.25°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=OMANSAT-87.25E&sel_satname=OMANSAT-87.25E&plan_id=
