Network,ITU Administration,Longitude,Network Type,Filing Type,Brought into Use,Due Diligence Match,Suspended,Link
USCSID-A6,United States 🇺🇸,110.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USCSID-A6&sel_satname=USCSID-A6&plan_id=
N-SAT-Y22-110E,Japan 🇯🇵,110.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=N-SAT-Y22-110E&sel_satname=N-SAT-Y22-110E&plan_id=
BSAT-110,Japan 🇯🇵,110.0°E,Non-Planned,Due Diligence (U),Yes,Partial,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=BSAT-110&sel_satname=BSAT-110&plan_id=
NBSAT-21BX_1,Japan 🇯🇵,109.85°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=NBSAT-21BX_1&sel_satname=NBSAT-21BX_1&plan_id=
NBSAT-21BX,Japan 🇯🇵,109.85°E,Non-Planned,Due Diligence (U),Yes,Full,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=NBSAT-21BX&sel_satname=NBSAT-21BX&plan_id=
BSAT-109.85,Japan 🇯🇵,109.85°E,Non-Planned,Due Diligence (U),Yes,Partial,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=BSAT-109.85&sel_satname=BSAT-109.85&plan_id=
TAIKI-109.65,Japan 🇯🇵,109.65°E,Non-Planned,Notification of Space Station (N),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=TAIKI-109.65&sel_satname=TAIKI-109.65&plan_id=
CHINASAT-E-110.5E,China 🇨🇳,110.5°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHINASAT-E-110.5E&sel_satname=CHINASAT-E-110.5E&plan_id=
CHINASAT-6,China 🇨🇳,110.5°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=CHINASAT-6&sel_satname=CHINASAT-6&plan_id=
CHINASAT-2,China 🇨🇳,110.5°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=CHINASAT-2&sel_satname=CHINASAT-2&plan_id=
DFH-3A-OB,China 🇨🇳,110.5°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=DFH-3A-OB&sel_satname=DFH-3A-OB&plan_id=
SINOSAT-5,China 🇨🇳,110.5°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=SINOSAT-5&sel_satname=SINOSAT-5&plan_id=
COMPASS-A-110.5E,China 🇨🇳,110.5°E,Non-Planned,Notification of Space Station (N),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=COMPASS-A-110.5E&sel_satname=COMPASS-A-110.5E&plan_id=
COMPASS-110.5E,China 🇨🇳,110.5°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=COMPASS-110.5E&sel_satname=COMPASS-110.5E&plan_id=
CHINASAT-DL4,China 🇨🇳,110.5°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=CHINASAT-DL4&sel_satname=CHINASAT-DL4&plan_id=
CHINASAT-F-110.5E,China 🇨🇳,110.5°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHINASAT-F-110.5E&sel_satname=CHINASAT-F-110.5E&plan_id=
CHINASAT-33,China 🇨🇳,110.5°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=CHINASAT-33&sel_satname=CHINASAT-33&plan_id=
CHINASAT-D-110.5E,China 🇨🇳,110.5°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=CHINASAT-D-110.5E&sel_satname=CHINASAT-D-110.5E&plan_id=
CHINASAT-30B1-110.5E,China 🇨🇳,110.5°E,Planned,Planned (P),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=CHINASAT-30B1-110.5E&sel_satname=CHINASAT-30B1-110.5E&plan_id=plan
COMPASS-30B-110.5E,China 🇨🇳,110.5°E,Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=COMPASS-30B-110.5E&sel_satname=COMPASS-30B-110.5E&plan_id=plan
UZB00000,Uzbekistan 🇺🇿,110.5°E,Planned,Planned (P/Plan/List),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=UZB00000&sel_satname=UZB00000&plan_id=plan
USGAE-12M,United States 🇺🇸,111.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USGAE-12M&sel_satname=USGAE-12M&plan_id=
