Network,ITU Administration,Longitude,Network Type,Filing Type,Brought into Use,Due Diligence Match,Suspended,Link
ETH00000,Ethiopia 🇪🇹,58.3°E,Planned,Planned (P/Plan/List),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=ETH00000&sel_satname=ETH00000&plan_id=plan
ETHIOSAT-1,Ethiopia 🇪🇹,58.3°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ETHIOSAT-1&sel_satname=ETHIOSAT-1&plan_id=
COMPASS-58.75E,China 🇨🇳,58.75°E,Non-Planned,Due Diligence (U),Yes,n/a,Resumed,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=COMPASS-58.75E&sel_satname=COMPASS-58.75E&plan_id=
COMPASS-30B-58.75E,China 🇨🇳,58.75°E,Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=COMPASS-30B-58.75E&sel_satname=COMPASS-30B-58.75E&plan_id=plan
COMPASS-A-58.75E,China 🇨🇳,58.75°E,Non-Planned,Notification of Space Station (N),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=COMPASS-A-58.75E&sel_satname=COMPASS-A-58.75E&plan_id=
AZERSAT-H (59E),Azerbaijan 🇦🇿,59.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=AZERSAT-H+(59E)&sel_satname=AZERSAT-H+(59E)&plan_id=
IRANSAT-59E,Iran (Islamic Republic of) 🇮🇷,59.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IRANSAT-59E&sel_satname=IRANSAT-59E&plan_id=
AZERSAT-G (59E),Azerbaijan 🇦🇿,59.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=AZERSAT-G+(59E)&sel_satname=AZERSAT-G+(59E)&plan_id=
DFH-5-02A,China 🇨🇳,59.0°E,Non-Planned,Due Diligence (U),Yes,n/a,Full,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=DFH-5-02A&sel_satname=DFH-5-02A&plan_id=
CVA00000,Vatican 🇻🇦,59.0°E,Planned,Planned (P/Plan/List),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=CVA00000&sel_satname=CVA00000&plan_id=plan
HISPASAT-60A,Spain 🇪🇸,59.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-60A&sel_satname=HISPASAT-60A&plan_id=
TOR-13M,Russian Federation 🇷🇺,58.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=TOR-13M&sel_satname=TOR-13M&plan_id=
INMARSAT-6-58E,United Kingdom 🇬🇧,58.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INMARSAT-6-58E&sel_satname=INMARSAT-6-58E&plan_id=
IRANSAT-B-58E,Iran (Islamic Republic of) 🇮🇷,58.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IRANSAT-B-58E&sel_satname=IRANSAT-B-58E&plan_id=
BTN00000,Bhutan 🇧🇹,59.1°E,Planned,Planned (P/Plan/List),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=BTN00000&sel_satname=BTN00000&plan_id=plan
