Network,ITU Administration,Longitude,Network Type,Filing Type,Brought into Use,Due Diligence Match,Suspended,Link
F-SAT-N-E-8W,France 🇫🇷,8.0°W,Non-Planned,Due Diligence (U),Yes,Partial,Resumed,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=F-SAT-N-E-8W&sel_satname=F-SAT-N-E-8W&plan_id=
F-SAT-KU-E-8W,France 🇫🇷,8.0°W,Non-Planned,Due Diligence (U),Yes,Partial,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=F-SAT-KU-E-8W&sel_satname=F-SAT-KU-E-8W&plan_id=
VIDEOSAT-6-KA,France 🇫🇷,8.0°W,Non-Planned,Due Diligence (U),Yes,Partial,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=VIDEOSAT-6-KA&sel_satname=VIDEOSAT-6-KA&plan_id=
VIDEOSAT-6,France 🇫🇷,8.0°W,Non-Planned,Due Diligence (U),Yes,Partial,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=VIDEOSAT-6&sel_satname=VIDEOSAT-6&plan_id=
F-SAT-N3-8W,France 🇫🇷,8.0°W,Non-Planned,Due Diligence (U),Yes,Full,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=F-SAT-N3-8W&sel_satname=F-SAT-N3-8W&plan_id=
HNG00000,Hungary 🇭🇺,7.5°W,Planned,Planned (P/Plan/List),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=HNG00000&sel_satname=HNG00000&plan_id=plan
MADAR-9W-3,United Arab Emirates 🇦🇪,9.0°W,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-9W-3&sel_satname=MADAR-9W-3&plan_id=
ARABSAT-10Y-9W,Saudi Arabia 🇸🇦,9.0°W,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ARABSAT-10Y-9W&sel_satname=ARABSAT-10Y-9W&plan_id=
MADAR-9W-2,United Arab Emirates 🇦🇪,9.0°W,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-9W-2&sel_satname=MADAR-9W-2&plan_id=
USGAE-8B,United States 🇺🇸,9.0°W,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USGAE-8B&sel_satname=USGAE-8B&plan_id=
MADAR-9W,United Arab Emirates 🇦🇪,9.0°W,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-9W&sel_satname=MADAR-9W&plan_id=
