Network,ITU Administration,Longitude,Network Type,Filing Type,Brought into Use,Due Diligence Match,Suspended,Link
CHINASAT-E-115.5E,China 🇨🇳,115.5°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHINASAT-E-115.5E&sel_satname=CHINASAT-E-115.5E&plan_id=
CHINASAT-DL5,China 🇨🇳,115.5°E,Non-Planned,Due Diligence (U),Yes,Partial,Resumed,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=CHINASAT-DL5&sel_satname=CHINASAT-DL5&plan_id=
INS00000,Indonesia 🇮🇩,115.4°E,Planned,Planned (P/Plan/List),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=INS00000&sel_satname=INS00000&plan_id=plan
KYPROS-115.3E,Cyprus 🇨🇾,115.3°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=KYPROS-115.3E&sel_satname=KYPROS-115.3E&plan_id=
KOREASAT-116.0E,Korea (Rep. of) 🇰🇷,116.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=KOREASAT-116.0E&sel_satname=KOREASAT-116.0E&plan_id=
KOREASAT-116K,Korea (Rep. of) 🇰🇷,116.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=KOREASAT-116K&sel_satname=KOREASAT-116K&plan_id=
INFOSAT-C,Korea (Rep. of) 🇰🇷,116.0°E,Non-Planned,Due Diligence (U),Yes,n/a,Resumed,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INFOSAT-C&sel_satname=INFOSAT-C&plan_id=
KOREASAT-116A,Korea (Rep. of) 🇰🇷,116.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=KOREASAT-116A&sel_satname=KOREASAT-116A&plan_id=
KTSAT-116E,Korea (Rep. of) 🇰🇷,116.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=KTSAT-116E&sel_satname=KTSAT-116E&plan_id=
KOREASAT-116,Korea (Rep. of) 🇰🇷,116.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=KOREASAT-116&sel_satname=KOREASAT-116&plan_id=
KOREASAT-116N,Korea (Rep. of) 🇰🇷,116.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=KOREASAT-116N&sel_satname=KOREASAT-116N&plan_id=
KOREASAT-116.0E-A30B,Korea (Rep. of) 🇰🇷,116.0°E,Planned,Planned (P),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=KOREASAT-116.0E-A30B&sel_satname=KOREASAT-116.0E-A30B&plan_id=plan
KOREASAT-116.0E-A30B-M,Korea (Rep. of) 🇰🇷,116.0°E,Planned,Planned (P),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=KOREASAT-116.0E-A30B-M&sel_satname=KOREASAT-116.0E-A30B-M&plan_id=plan
KOREASAT-1,Korea (Rep. of) 🇰🇷,116.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=KOREASAT-1&sel_satname=KOREASAT-1&plan_id=
NUSANTARA-H1-30B,Indonesia 🇮🇩,116.1°E,Planned,Planned (P),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=NUSANTARA-H1-30B&sel_satname=NUSANTARA-H1-30B&plan_id=plan
NUSANTARA-H1-A,Indonesia 🇮🇩,116.1°E,Non-Planned,Due Diligence (U),Yes,n/a,Partial,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=NUSANTARA-H1-A&sel_satname=NUSANTARA-H1-A&plan_id=
NUSANTARA-H1-A_1,Indonesia 🇮🇩,116.1°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NUSANTARA-H1-A_1&sel_satname=NUSANTARA-H1-A_1&plan_id=
PACIFISAT-9,Papua New Guinea 🇵🇬,116.1°E,Non-Planned,Due Diligence (U),Yes,n/a,Full,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=PACIFISAT-9&sel_satname=PACIFISAT-9&plan_id=
NUSANTARA-SM1-B,Indonesia 🇮🇩,116.1°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NUSANTARA-SM1-B&sel_satname=NUSANTARA-SM1-B&plan_id=
GS-ABS-116.1E,Papua New Guinea 🇵🇬,116.1°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=GS-ABS-116.1E&sel_satname=GS-ABS-116.1E&plan_id=
PACIFISAT-116.1E-2,Papua New Guinea 🇵🇬,116.1°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=PACIFISAT-116.1E-2&sel_satname=PACIFISAT-116.1E-2&plan_id=
PACIFISAT-116.1E,Papua New Guinea 🇵🇬,116.1°E,Non-Planned,Due Diligence (U),Yes,n/a,Partial,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=PACIFISAT-116.1E&sel_satname=PACIFISAT-116.1E&plan_id=
KOREASAT-116.2E-A30B,Korea (Rep. of) 🇰🇷,116.2°E,Planned,Planned (P),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=KOREASAT-116.2E-A30B&sel_satname=KOREASAT-116.2E-A30B&plan_id=plan
KOR00000,Korea (Rep. of) 🇰🇷,116.2°E,Planned,Planned (P/Plan/List),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=KOR00000&sel_satname=KOR00000&plan_id=plan
