Network,ITU Administration,Longitude,Network Type,Filing Type,Brought into Use,Due Diligence Match,Suspended,Link
AUSSAT-H-156E,Australia 🇦🇺,156.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=AUSSAT-H-156E&sel_satname=AUSSAT-H-156E&plan_id=
AUSSAT C 156E GOVR,Australia 🇦🇺,156.0°E,Non-Planned,Due Diligence (U),Yes,Partial,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=AUSSAT+C+156E+GOVR&sel_satname=AUSSAT+C+156E+GOVR&plan_id=
F-SAT-30B-155.9E,France 🇫🇷,155.9°E,Planned,Planned (P),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-155.9E&sel_satname=F-SAT-30B-155.9E&plan_id=plan
F-SAT-N7-155.9E,France 🇫🇷,155.9°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N7-155.9E&sel_satname=F-SAT-N7-155.9E&plan_id=
INTELSAT7 157E,United States 🇺🇸,157.0°E,Non-Planned,Due Diligence (U),Yes,n/a,Resumed,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT7+157E&sel_satname=INTELSAT7+157E&plan_id=
INTELSAT6 157E,United States 🇺🇸,157.0°E,Non-Planned,Due Diligence (U),Yes,n/a,Resumed,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT6+157E&sel_satname=INTELSAT6+157E&plan_id=
SKY-F-157E,Russian Federation 🇷🇺,157.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SKY-F-157E&sel_satname=SKY-F-157E&plan_id=
USASAT-60Q,United States 🇺🇸,157.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USASAT-60Q&sel_satname=USASAT-60Q&plan_id=
INTELSAT8 157E,United States 🇺🇸,157.0°E,Non-Planned,Due Diligence (U),Yes,n/a,Resumed,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT8+157E&sel_satname=INTELSAT8+157E&plan_id=
PESSE-157E,Netherlands 🇳🇱,157.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=PESSE-157E&sel_satname=PESSE-157E&plan_id=
NEW DAWN 47,Papua New Guinea 🇵🇬,157.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=NEW+DAWN+47&sel_satname=NEW+DAWN+47&plan_id=
INTELSAT5A 157E,United States 🇺🇸,157.0°E,Non-Planned,Due Diligence (U),Yes,n/a,Resumed,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT5A+157E&sel_satname=INTELSAT5A+157E&plan_id=
NUSANTARA-B5-A,Indonesia 🇮🇩,157.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NUSANTARA-B5-A&sel_satname=NUSANTARA-B5-A&plan_id=
