Network,ITU Administration,Longitude,Network Type,Filing Type,Brought into Use,Due Diligence Match,Suspended,Link
EUTELSAT 3-36E,France 🇫🇷,36.0°E,Non-Planned,Due Diligence (U),Yes,Partial,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=EUTELSAT+3-36E&sel_satname=EUTELSAT+3-36E&plan_id=
EXPRESS-KA-36E,Russian Federation 🇷🇺,36.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=EXPRESS-KA-36E&sel_satname=EXPRESS-KA-36E&plan_id=
EUTELSAT EXB-36E,France 🇫🇷,36.0°E,Planned,Notification of Space Station (N),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=EUTELSAT+EXB-36E&sel_satname=EUTELSAT+EXB-36E&plan_id=plan
F-SAT-30B-1-36E,France 🇫🇷,36.0°E,Planned,Planned (P),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-1-36E&sel_satname=F-SAT-30B-1-36E&plan_id=plan
EGYCOMM0A,Egypt 🇪🇬,35.5°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=EGYCOMM0A&sel_satname=EGYCOMM0A&plan_id=
EGYCOMM8A,Egypt 🇪🇬,35.5°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=EGYCOMM8A&sel_satname=EGYCOMM8A&plan_id=
TIBASAT-35.5E,Egypt 🇪🇬,35.5°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=TIBASAT-35.5E&sel_satname=TIBASAT-35.5E&plan_id=
STATSIONAR-D3,Russian Federation 🇷🇺,35.0°E,Planned,Notification of Space Station (N),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=STATSIONAR-D3&sel_satname=STATSIONAR-D3&plan_id=plan
PROGNOZ-3,Russian Federation 🇷🇺,35.0°E,Non-Planned,Notification of Space Station (N),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=PROGNOZ-3&sel_satname=PROGNOZ-3&plan_id=
RGS-S-35E,Russian Federation 🇷🇺,35.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=RGS-S-35E&sel_satname=RGS-S-35E&plan_id=
STATSIONAR-2,Russian Federation 🇷🇺,35.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=STATSIONAR-2&sel_satname=STATSIONAR-2&plan_id=
TOR-2M,Russian Federation 🇷🇺,35.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=TOR-2M&sel_satname=TOR-2M&plan_id=
STATSIONAR-D3,Russian Federation 🇷🇺,35.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=STATSIONAR-D3&sel_satname=STATSIONAR-D3&plan_id=
GALS-6,Russian Federation 🇷🇺,35.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=GALS-6&sel_satname=GALS-6&plan_id=
VOLNA-11,Russian Federation 🇷🇺,35.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=VOLNA-11&sel_satname=VOLNA-11&plan_id=
